T [C], Yield Strength [MPa]
478.7535410764872, 424.56140350877195
748.5835694050992, 386.46616541353364
1005.6657223796034, 338.3458646616541
1281.869688385269, 254.13533834586474
1513.456090651558, 117.79448621553888
1783.2861189801702, 39.59899749373449
