,mean,std,ml
B1,-49612.28,2597.7754,-49550.94881576548
B2,-121984.055,120268.64,-107900.71287664508
a1,19.815119,1.3373772,19.795996495786405
a2,-91.30154,62.526825,-90.66514511236011
n,1.8429371,0.34891936,1.7571728052522246
