,mean,std,ml
B1,-41961.37,4196.5117,-41910.499120003515
B2,39234.773,3205.952,40018.45765577736
a1,18.47967,2.8399162,18.40087361486571
a2,-16.280394,2.1526845,-16.783017509637226
n,1.508542,0.30544847,1.3967728487339275
