Time Step,p-in,t-out,t-cs-avg,t-cs-max,t-max,t-pb-max,htc-cs-avg,t-endcap-max,t-inner-tube-max,flow-time,courant-max
1343,10193804.95809478,931.6996089262682,1252.765008391933,1346.790161132812,2026.47412109375,1414.974243164062,-21102.41818947013,1410.624145507812,945.3245239257812,0.7383000000000007,57074.28613428288
1344,10193804.95809478,931.5171348872096,1252.768464743407,1346.737915039062,2026.455932617188,1414.975708007812,-21102.53334587928,1410.619750976562,946.802734375,0.7389000000000007,57074.06875158971
1345,10193804.95809478,931.771792053186,1252.77175630656,1346.685791015625,2026.437744140625,1414.977172851562,-21103.09865593548,1410.615356445312,946.5240478515624,0.7395000000000007,57073.83620449537
1346,10193804.95809478,931.494271033304,1252.774883805723,1346.633911132812,2026.419677734375,1414.978515625,-21103.56229371105,1410.611083984375,946.6817016601562,0.7401000000000006,57073.60871460631
1347,10193804.95809478,931.6006378341652,1252.777844431893,1346.582885742188,2026.401489257812,1414.979858398438,-21103.43420455994,1410.606567382812,947.2391967773438,0.7407000000000007,57073.41661344561
1348,10193804.95809478,931.7814369898094,1252.780674887139,1346.53271484375,2026.383422851562,1414.981079101562,-21103.86753038844,1410.602172851562,947.9119262695312,0.7413000000000007,57073.21440309454
1349,10193804.95809478,931.8471546732984,1252.78336355699,1346.483520507812,2026.365356445312,1414.982299804688,-21104.01960599337,1410.59765625,948.39208984375,0.7419000000000007,57073.03241500368
1350,10193804.95809478,931.5191710944032,1252.785926379307,1346.435546875,2026.347290039062,1414.9833984375,-21104.13707547268,1410.593139648438,948.764892578125,0.7425000000000007,57072.90603506786
1351,10193804.95809478,931.5885128555263,1252.788383681517,1346.44482421875,2026.329345703125,1414.984375,-21104.70186118364,1410.588500976562,948.983154296875,0.7431000000000006,57072.76449020421
1352,10193804.95809478,931.2798936855788,1252.790717544522,1346.471435546875,2026.311279296875,1414.98583984375,-21104.76913663552,1410.583862304688,949.17724609375,0.7437000000000007,57072.60272550544
1353,10193804.95809478,931.9533819525964,1252.792947185808,1346.496948242188,2026.293334960938,1414.987548828125,-21105.07723484551,1410.578979492188,949.7412109375,0.7443000000000007,57072.5167883822
1354,10193804.95809478,931.2962858440144,1252.795075604765,1346.521240234375,2026.275390625,1414.989135742188,-21104.9670918653,1410.574096679688,950.6484985351562,0.7449000000000007,57072.40052092152
1355,10193804.95809478,931.244340619062,1252.797112902899,1346.544677734375,2026.257446289062,1414.990600585938,-21105.50117204322,1410.569091796875,951.5084228515624,0.7455000000000007,57072.24886842385
1356,10193804.95809478,931.214356217528,1252.79904757744,1346.567138671875,2026.239624023438,1414.991821289062,-21105.11657240483,1410.56396484375,951.6348876953124,0.7461000000000007,57072.22359308593
1357,10193804.95809478,931.3459331224884,1252.800897517903,1346.588745117188,2026.221801757812,1414.992919921875,-21105.30790067407,1410.558715820312,951.7626342773438,0.7467000000000007,57072.11743691112
1358,10193804.95809478,931.3281529225052,1252.802679732321,1346.609619140625,2026.203857421875,1414.993896484375,-21106.03698467508,1410.553344726562,951.8101806640624,0.7473000000000007,57071.99611605203
1359,10193804.95809478,931.5020106623095,1252.804363802124,1346.629760742188,2026.18603515625,1414.99462890625,-21105.74031340871,1410.547973632812,952.2724609375,0.7479000000000007,57071.97084093797
1360,10193804.95809478,930.9605410192846,1252.80598563596,1346.649291992188,2026.168334960938,1414.995239257812,-21105.97849753541,1410.542358398438,952.492919921875,0.7485000000000007,57071.9051257462
1361,10193804.95809478,931.4884544579928,1252.80754291334,1346.668212890625,2026.150512695312,1414.995727539062,-21106.78225163503,1410.53662109375,953.3731079101562,0.7491000000000007,57071.80908073815
1362,10193804.95809478,931.0874253366808,1252.809013493821,1346.6865234375,2026.1328125,1414.995971679688,-21106.3769671075,1410.53076171875,953.0302124023438,0.7497000000000007,57071.80402574668
1363,10193804.95809478,931.6890926990292,1252.810424483765,1346.704223632812,2026.115112304688,1414.995971679688,-21106.79287672252,1410.524780273438,952.7451171875,0.7503000000000007,57071.68270622006
1364,10193804.95809478,931.0932997037792,1252.8117622511,1346.721435546875,2026.097412109375,1414.995971679688,-21106.25381147957,1410.518798828125,952.6681518554688,0.7509000000000007,57071.68776119004
1365,10193804.95809478,931.2500474325468,1252.813052012824,1346.75634765625,2026.079711914062,1414.99560546875,-21107.09028723843,1410.512573242188,952.8711547851562,0.7515000000000007,57071.6018268222
1366,10193804.95809478,931.6523145512244,1252.814290170592,1346.80517578125,2026.062133789062,1414.995239257812,-21107.83354425024,1410.506225585938,952.655029296875,0.7521000000000007,57071.51083777362
1367,10193804.95809478,931.4832044842684,1252.815447884219,1346.85205078125,2026.04443359375,1414.9951171875,-21107.48213291247,1410.499877929688,953.1679077148438,0.7527000000000007,57071.53611248022
1368,10193804.95809478,931.647569995128,1252.816545920415,1346.89697265625,2026.02685546875,1414.994750976562,-21107.0920157168,1410.493286132812,953.4619750976562,0.7533000000000007,57071.48556308937
1369,10193804.95809478,931.3875940647235,1252.817608655423,1346.940185546875,2026.00927734375,1414.994140625,-21107.82960644935,1410.486694335938,954.0777587890624,0.7539000000000007,57071.40468425027
1370,10193804.95809478,931.3525273642708,1252.818604772013,1346.981811523438,2025.99169921875,1414.993408203125,-21107.49065747205,1410.47998046875,954.5020141601562,0.7545000000000007,57071.46028842752
1371,10193804.95809478,931.7118184729432,1252.819558289324,1347.021850585938,2025.974243164062,1414.992553710938,-21107.98251728438,1410.47314453125,954.5757446289062,0.7551000000000007,57071.37940966006
1372,10193804.95809478,931.5317143285952,1252.820461824638,1347.060424804688,2025.956665039062,1414.991577148438,-21108.14895255202,1410.466186523438,954.2605590820312,0.7557000000000007,57071.35919000401
1373,10193804.95809478,931.0905165836851,1252.821377352278,1347.09765625,2025.939208984375,1414.990234375,-21110.92670009731,1410.459106445312,953.9862060546876,0.7563000000000007,57071.0811711862
1374,10193804.95809478,931.368164101196,1252.822151162376,1347.133422851562,2025.921752929688,1414.988891601562,-21108.50387106255,1410.452026367188,953.6480712890624,0.7569000000000007,57071.38446457632
1375,10193804.95809478,931.7615374948545,1252.8229062823,1347.16796875,2025.904296875,1414.987426757812,-21108.70536002482,1410.44482421875,953.1183471679688,0.7575000000000007,57071.33391545411
1376,10192824.61220823,930.300714971376,1252.822951505348,1347.21728515625,2025.902099609375,1414.987182617188,-21108.27347778888,1410.4443359375,953.0799560546876,0.7575750000000008,7060.86247432334
1377,10193981.12143298,930.3042261995574,1252.825611208801,1347.23193359375,2025.900024414062,1414.986938476562,-21097.54587491984,1410.443969726562,953.0542602539062,0.7576500000000007,7016.643665860091
1378,10194019.661128,930.3064641797984,1252.832844684812,1347.1904296875,2025.897827148438,1414.98681640625,-21068.31787096427,1410.443481445312,953.0669555664062,0.7577250000000008,7117.379342583323
1379,10193616.87823868,930.3094041259494,1252.840266451555,1347.349243164062,2025.896728515625,1414.986694335938,-21031.16982540958,1410.443115234375,953.1250610351562,0.7577625000000008,3568.273743165771
1380,10193040.44433778,930.3127020519136,1252.849154148367,1347.424560546875,2025.895629882812,1414.986572265625,-20994.33393104056,1410.44287109375,953.2037353515624,0.7578000000000008,3500.226505278881
1381,10193040.44433778,930.2446469518228,1252.829675137694,1348.63720703125,2025.878295898438,1414.98193359375,-21100.54009962691,1410.435180664062,948.9249267578124,0.7584000000000009,56027.39283362442
1382,10193040.44433778,930.6776832235876,1252.825870020585,1349.680297851562,2025.86083984375,1414.972045898438,-21108.22441597157,1410.427490234375,946.4279174804688,0.7590000000000008,56032.98812079949
1383,10193040.44433778,930.9701912983172,1252.825384155414,1350.257080078125,2025.843505859375,1414.9580078125,-21107.37356535767,1410.419799804688,944.6588745117188,0.7596000000000008,56033.93650116174
1384,10193040.44433778,931.1142158984426,1252.825437749756,1350.655639648438,2025.826171875,1414.94091796875,-21107.18626156756,1410.412109375,943.3865356445312,0.7602000000000008,56034.23939380034
1385,10193040.44433778,931.2306846274656,1252.825659864923,1350.978149414062,2025.808837890625,1414.920654296875,-21107.26713120499,1410.404296875,942.5156860351562,0.7608000000000008,56034.42808267317
1386,10193040.44433778,931.5198497358252,1252.825955049724,1351.259155273438,2025.791625976562,1414.898193359375,-21107.14061226746,1410.396484375,942.6371459960938,0.7614000000000009,56034.72601505969
1387,10193040.44433778,931.8103817493582,1252.826298878558,1351.512329101562,2025.7744140625,1414.876708984375,-21107.5767395053,1410.388549804688,945.1076049804688,0.7620000000000008,56034.5919450937
1388,10193040.44433778,931.7953628184184,1252.826650037073,1351.743408203125,2025.757080078125,1414.8544921875,-21107.37354045219,1410.380615234375,947.8810424804688,0.7626000000000008,56034.79056749436
1389,10193040.44433778,932.0031590234834,1252.827010615008,1351.955322265625,2025.739990234375,1414.831420898438,-21107.59076282167,1410.372436523438,950.2469482421876,0.7632000000000008,56034.52242758613
1390,10193040.44433778,931.9307635127656,1252.827368984115,1352.150268554688,2025.722778320312,1414.808227539062,-21107.90690791986,1410.3642578125,952.4928588867188,0.7638000000000008,56034.58201401064
1391,10193040.44433778,931.910284902224,1252.827701936294,1352.329345703125,2025.70556640625,1414.784790039062,-21107.13554402952,1410.35595703125,954.6135864257812,0.7644000000000009,56034.45291025104
1392,10193040.44433778,932.0304827308128,1252.82805836077,1352.494018554688,2025.6884765625,1414.762573242188,-21108.66070537866,1410.34765625,956.626708984375,0.7650000000000008,56034.28408315538
1393,10193040.44433778,932.2417487031034,1252.828379728522,1352.6455078125,2025.67138671875,1414.740600585938,-21108.67243908731,1410.339233398438,957.8547973632812,0.7656000000000008,56034.21953188765
1394,10193040.44433778,931.940548835028,1252.828677914603,1352.78466796875,2025.654174804688,1414.71875,-21108.22497716347,1410.330688476562,958.2264404296876,0.7662000000000008,56033.98615546826
1395,10193040.44433778,932.1013855096752,1252.828947093547,1352.91259765625,2025.63720703125,1414.697143554688,-21107.8033517558,1410.322143554688,958.7821044921876,0.7668000000000008,56034.0159480944
1396,10193040.44433778,931.7539543943656,1252.829201345004,1353.030517578125,2025.6201171875,1414.675659179688,-21108.01330249139,1410.313598632812,959.9649047851562,0.7674000000000009,56033.72298864653
1397,10193040.44433778,931.814771234826,1252.829425484734,1353.138916015625,2025.60302734375,1414.654663085938,-21107.66406048804,1410.304931640625,960.2286987304688,0.7680000000000008,56033.75278099283
1398,10193040.44433778,932.1454025249864,1252.829647366357,1353.238891601562,2025.586059570312,1414.633911132812,-21108.29500356259,1410.29638671875,961.4381713867188,0.7686000000000008,56033.50451240831
1399,10193040.44433778,932.0168565818776,1252.82984154494,1353.331176757812,2025.569091796875,1414.613403320312,-21108.50818126325,1410.287841796875,961.5510864257812,0.7692000000000008,56033.36548296193
1400,10193040.44433778,931.6208090256632,1252.830008079129,1353.416259765625,2025.552124023438,1414.593383789062,-21108.12200758823,1410.279174804688,961.6282958984376,0.7698000000000008,56033.28603787378
1401,10193040.44433778,932.211165612935,1252.830167524748,1353.494873046875,2025.53515625,1414.573608398438,-21109.11045625858,1410.270629882812,961.7890014648438,0.7704000000000008,56033.21652360642
1402,10193040.44433778,931.5333743178816,1252.830263355309,1353.567504882812,2025.518188476562,1414.55419921875,-21107.35237065131,1410.262084960938,961.7230224609376,0.7710000000000008,56033.13707894064
1403,10193040.44433778,931.29005456662,1252.83037574113,1353.634765625,2025.501220703125,1414.53515625,-21108.36772426004,1410.253662109375,962.1054077148438,0.7716000000000008,56032.87392009429
1404,10193040.44433778,931.7615464527554,1252.830464709131,1353.697021484375,2025.484375,1414.516479492188,-21108.90925027937,1410.245239257812,961.957275390625,0.7722000000000008,56032.86895485681
1405,10193040.44433778,931.8128212531824,1252.830508823728,1353.754760742188,2025.467529296875,1414.498168945312,-21108.22874322322,1410.23681640625,962.9578857421876,0.7728000000000008,56032.82426775897
1406,10193040.44433778,931.4013717500984,1252.8305536686,1353.808227539062,2025.45068359375,1414.480102539062,-21108.67118982028,1410.228515625,963.99169921875,0.7734000000000008,56032.52635559494
1407,10193040.44433778,931.9938638545058,1252.830570392766,1353.85791015625,2025.433837890625,1414.46240234375,-21108.83987795885,1410.220092773438,965.5635986328124,0.7740000000000008,56032.630624492
1408,10193040.44433778,931.625950631045,1252.830559234538,1353.904052734375,2025.4169921875,1414.445068359375,-21108.59224861099,1410.2119140625,967.6661376953124,0.7746000000000008,56032.46677354226
1409,10193040.44433778,931.8105796468684,1252.830535081426,1353.946899414062,2025.400146484375,1414.427978515625,-21108.87862241983,1410.203735351562,967.75927734375,0.7752000000000008,56032.30788868797
1410,10193040.44433778,931.8837316818756,1252.830504018785,1353.98681640625,2025.383422851562,1414.411499023438,-21109.65552135052,1410.195556640625,968.8426513671876,0.7758000000000008,56032.30788868797
1411,10193040.44433778,931.7302523334916,1252.830422702332,1354.02392578125,2025.366577148438,1414.395141601562,-21108.86064077387,1410.187377929688,968.1796264648438,0.7764000000000008,56032.29299327908
1412,10193040.44433778,932.0657712968944,1252.830340695488,1354.058471679688,2025.349853515625,1414.379150390625,-21109.3458072237,1410.179321289062,967.1671142578124,0.7770000000000008,56032.10928388723
1413,10193040.44433778,932.0201651722548,1252.830248408881,1354.090576171875,2025.333129882812,1414.363403320312,-21109.83601129496,1410.171264648438,967.4299926757812,0.7776000000000008,56032.10928388723
1414,10193040.44433778,931.8689946911852,1252.830109733756,1354.120483398438,2025.31640625,1414.347900390625,-21109.39431224886,1410.163208007812,968.5726318359376,0.7782000000000008,56032.11424899008
1415,10193040.44433778,931.8502538125238,1252.829954921967,1354.148315429688,2025.2998046875,1414.33251953125,-21109.04259973504,1410.1552734375,969.0326538085938,0.7788000000000008,56031.9305407703
1416,10193040.44433778,931.8598032549736,1252.829794265518,1354.17431640625,2025.283081054688,1414.317504882812,-21109.60510416506,1410.147338867188,969.63720703125,0.7794000000000008,56031.94047091356
1417,10193040.44433778,931.9554627112713,1252.829592143223,1354.198364257812,2025.266479492188,1414.302734375,-21108.76702200633,1410.139404296875,970.0789794921876,0.7800000000000008,56031.99508676431
1418,10193040.44433778,931.6938652956516,1252.82939876196,1354.220947265625,2025.249755859375,1414.2880859375,-21109.49120791005,1410.131469726562,970.5498657226562,0.7806000000000008,56031.72697360943
1419,10193040.44433778,931.7182809284902,1252.82917867475,1354.241943359375,2025.233154296875,1414.273803710938,-21109.67226606374,1410.123657226562,971.2373657226562,0.7812000000000008,56031.87095998475
1420,10193040.44433778,931.8781426334928,1252.828944781513,1354.261474609375,2025.216552734375,1414.259643554688,-21109.9124526778,1410.115844726562,972.217041015625,0.7818000000000008,56031.65249818843
1421,10193040.44433778,931.783957288484,1252.82867835549,1354.279663085938,2025.200073242188,1414.24560546875,-21109.41141148707,1410.10791015625,972.8533325195312,0.7824000000000008,56031.67732330677
1422,10193040.44433778,931.786600348007,1252.828417708848,1354.296630859375,2025.183471679688,1414.231811523438,-21110.36063848011,1410.10009765625,973.496337890625,0.7830000000000008,56031.60781303086
1423,10193040.44433778,931.7136028277488,1252.828111195467,1354.312377929688,2025.166870117188,1414.21826171875,-21109.5977588843,1410.09228515625,973.6190795898438,0.7836000000000009,56031.67732330677
1424,10193040.44433778,931.739766777164,1252.82780952416,1354.3271484375,2025.150390625,1414.204833984375,-21110.44022688979,1410.08447265625,973.2120361328124,0.7842000000000008,56031.40921319287
1425,10193040.44433778,931.5728086605874,1252.827468597843,1354.340698242188,2025.133911132812,1414.191528320312,-21109.57729217829,1410.07666015625,973.4348754882812,0.7848000000000008,56031.63760312799
1426,10193040.44433778,931.9639956777532,1252.827121714474,1354.353393554688,2025.117309570312,1414.178466796875,-21109.95435025992,1410.06884765625,973.6111450195312,0.7854000000000008,56031.50354794037
1427,10193040.44433778,931.5724044422316,1252.826760887175,1354.365112304688,2025.100830078125,1414.16552734375,-21110.12422572193,1410.06103515625,973.6762084960938,0.7860000000000008,56031.35459848423
1428,10193040.44433778,931.6427032044446,1252.826368534556,1354.3759765625,2025.08447265625,1414.152709960938,-21109.61366164215,1410.053100585938,975.4132690429688,0.7866000000000009,56031.49858294574
1429,10193040.44433778,931.5742692768304,1252.82598135421,1354.386108398438,2025.067993164062,1414.14013671875,-21110.32615429795,1410.045288085938,975.0326538085938,0.7872000000000008,56031.31487876301
1430,10193040.44433778,931.6958132183952,1252.825572621417,1354.395385742188,2025.051513671875,1414.127563476562,-21110.1862395117,1410.037475585938,975.7533569335938,0.7878000000000008,56031.3843883121
1431,10191573.45161431,930.3092288395216,1252.825799665862,1354.39697265625,2025.049438476562,1414.126098632812,-21109.24078076164,1410.036987304688,975.8230590820312,0.7878750000000009,6880.721649053212
1432,10191806.67943294,930.31413412516,1252.830361507062,1354.22509765625,2025.047485351562,1414.124633789062,-21092.9962807292,1410.036499023438,975.8968505859376,0.7879500000000008,6923.048528082877
1433,10190768.38658437,930.3141000621192,1252.83970866644,1353.763061523438,2025.04541015625,1414.123046875,-21059.18509643467,1410.036010742188,975.9581298828124,0.7880250000000009,6976.236927666097
1434,10189767.14260184,930.3110069325182,1252.849365522643,1353.239013671875,2025.04443359375,1414.122314453125,-21016.33919814538,1410.03564453125,975.9942016601562,0.7880625000000009,3411.583894632271
1435,10188833.0220072,930.3053812656284,1252.859797661677,1352.764282226562,2025.043334960938,1414.121459960938,-20976.70427688236,1410.035278320312,975.9815063476562,0.7881000000000009,3575.734447752821
1436,10188833.0220072,930.770985849526,1252.84845803346,1348.438598632812,2025.026977539062,1414.108520507812,-21090.45806761797,1410.027099609375,968.663818359375,0.788700000000001,56695.42093249207
1437,10188833.0220072,931.3615862978112,1252.845651971934,1348.789306640625,2025.010620117188,1414.0947265625,-21106.58617606389,1410.018920898438,964.020751953125,0.7893000000000009,56695.52804713987
1438,10188833.0220072,931.5031876157972,1252.845570402436,1348.783203125,2024.994262695312,1414.080444335938,-21108.92115400077,1410.010864257812,960.5282592773438,0.7899000000000009,56693.23792213867
1439,10188833.0220072,931.4888877761653,1252.845993399743,1348.6650390625,2024.977905273438,1414.066162109375,-21109.85821885116,1410.002685546875,957.8916625976562,0.7905000000000009,56691.63137471232
1440,10188833.0220072,931.5543053319687,1252.846527485879,1348.504516601562,2024.961547851562,1414.051879882812,-21110.57514917745,1409.99462890625,956.4605102539062,0.7911000000000009,56690.63179115455
1441,10188833.0220072,932.1022232044168,1252.84704825668,1348.32763671875,2024.945190429688,1414.037841796875,-21110.85964056911,1409.986572265625,958.822998046875,0.791700000000001,56690.04531720999
1442,10188833.0220072,932.3588245349756,1252.847540634652,1348.14599609375,2024.928955078125,1414.024291992188,-21111.86109653074,1409.978393554688,964.6867065429688,0.7923000000000009,56689.54044935962
1443,10188833.0220072,932.5171767553855,1252.847962760303,1347.96533203125,2024.91259765625,1414.010986328125,-21112.1639693672,1409.970092773438,968.8203125,0.7929000000000009,56689.280369431
1444,10188833.0220072,932.5328362429692,1252.848292910799,1347.788330078125,2024.896362304688,1413.998168945312,-21111.29522488398,1409.961791992188,971.8822631835938,0.7935000000000009,56689.32116612473
1445,10188833.0220072,932.7337191944562,1252.848575228528,1347.616821289062,2024.880126953125,1413.985717773438,-21111.58524431028,1409.953369140625,975.22509765625,0.7941000000000009,56689.2140749289
1446,10188833.0220072,932.6415581942877,1252.848803013017,1347.838134765625,2024.863891601562,1413.973388671875,-21111.83148787073,1409.944946289062,977.13427734375,0.794700000000001,56689.13758146531
1447,10188833.0220072,932.4740644766556,1252.848972048786,1348.056396484375,2024.84765625,1413.961303710938,-21112.11701740436,1409.936401367188,979.4796752929688,0.7953000000000009,56689.13758146531
1448,10188833.0220072,932.3874955519918,1252.849086175718,1348.2548828125,2024.831420898438,1413.949462890625,-21112.12675451098,1409.927856445312,981.4821166992188,0.7959000000000009,56689.12738235242
1449,10188833.0220072,932.1007876158338,1252.849126383105,1348.436157226562,2024.815307617188,1413.937866210938,-21111.02318074701,1409.919311523438,982.4305419921876,0.7965000000000009,56689.25997110613
1450,10188833.0220072,932.3491856433362,1252.849148700503,1348.602661132812,2024.799072265625,1413.926513671875,-21111.84804472761,1409.910766601562,983.9849853515624,0.7971000000000009,56689.17327838929
1451,10188833.0220072,932.2273503610542,1252.849122992279,1348.756103515625,2024.782958984375,1413.915405273438,-21112.22383556047,1409.90234375,984.5733642578124,0.797700000000001,56689.17327838929
1452,10188833.0220072,932.2495327588396,1252.849051641035,1348.897827148438,2024.766845703125,1413.904541015625,-21112.23433454922,1409.893798828125,986.8886108398438,0.7983000000000009,56689.19367665176
1453,10188833.0220072,932.354611594537,1252.848942554358,1349.029418945312,2024.750610351562,1413.893798828125,-21112.45441766511,1409.885498046875,988.4966430664062,0.7989000000000009,56689.22427407298
1454,10188833.0220072,932.2841673122268,1252.848789043152,1349.156494140625,2024.734497070312,1413.883178710938,-21112.21246669031,1409.877319335938,988.3594970703124,0.7995000000000009,56689.2854690145
1455,10188833.0220072,931.974914879254,1252.848596244604,1349.275634765625,2024.718383789062,1413.872802734375,-21111.91577171986,1409.869140625,987.2362670898438,0.8001000000000009,56689.33136530735
1456,10188833.0220072,932.6177626617688,1252.848365686898,1349.386962890625,2024.702392578125,1413.862670898438,-21111.83224384733,1409.861083984375,985.9541015625,0.8007000000000009,56689.38236127545
1457,10188833.0220072,932.1765024255676,1252.84811582941,1349.4912109375,2024.686279296875,1413.8525390625,-21111.98385128713,1409.853271484375,984.6826782226562,0.8013000000000009,56689.33646490004
1458,10188833.0220072,932.1712880716644,1252.847829785607,1349.5888671875,2024.670166015625,1413.842529296875,-21112.0854651241,1409.845581054688,983.9320678710938,0.801900000000001,56689.35686327993
1459,10188833.0220072,932.5902665791202,1252.847521969864,1349.680786132812,2024.654174804688,1413.832641601562,-21112.74621343341,1409.838012695312,984.8631591796876,0.8025000000000009,56689.3772616745
1460,10188833.0220072,932.4469735652182,1252.847193957151,1349.767333984375,2024.638061523438,1413.822875976562,-21113.49902745904,1409.830688476562,984.9540405273438,0.8031000000000009,56689.27017026673
1461,10188833.0220072,932.3118119720052,1252.846809534591,1349.848876953125,2024.6220703125,1413.813110351562,-21112.56613342964,1409.823486328125,983.7615966796876,0.8037000000000009,56689.45375578492
1462,10188833.0220072,932.2627161943244,1252.846435921349,1349.926025390625,2024.606079101562,1413.803466796875,-21113.84558288611,1409.81640625,983.4349365234376,0.8043000000000009,56689.27017026673
1463,10188833.0220072,932.4345729290392,1252.846004485596,1349.9990234375,2024.590087890625,1413.794067382812,-21113.03484893514,1409.809448242188,982.6890869140624,0.804900000000001,56689.43845694632
1464,10188833.0220072,932.3225213144816,1252.845546582539,1350.068115234375,2024.574096679688,1413.784790039062,-21112.82634489879,1409.802734375,981.3082275390624,0.8055000000000009,56689.5200508476
1465,10188833.0220072,932.0142504110818,1252.845084847907,1350.1337890625,2024.55810546875,1413.775634765625,-21113.12055657227,1409.796142578125,980.3861694335938,0.8061000000000009,56689.4180585077
1466,10188833.0220072,932.2715013128192,1252.844594624114,1350.196044921875,2024.542236328125,1413.766357421875,-21113.316583044,1409.789672851562,981.266845703125,0.8067000000000009,56689.42315811598
1467,10188833.0220072,932.1537185316338,1252.844087843624,1350.255493164062,2024.526245117188,1413.757080078125,-21113.74566776649,1409.783447265625,981.09033203125,0.8073000000000009,56689.38236127545
1468,10188833.0220072,932.3515677322564,1252.843523977605,1350.311889648438,2024.51025390625,1413.747924804688,-21112.46219496983,1409.77734375,983.62109375,0.807900000000001,56689.5812464277
1469,10188833.0220072,932.231164319746,1252.842979099374,1350.365844726562,2024.494384765625,1413.738647460938,-21113.77580506489,1409.771362304688,985.7744140625,0.8085000000000009,56689.44355655828
1470,10188833.0220072,932.490790516817,1252.842393268762,1350.417236328125,2024.478515625,1413.729370117188,-21113.44778661919,1409.765380859375,987.9425659179688,0.8091000000000009,56689.5098515971
1471,10188833.0220072,932.1742576532135,1252.841798398987,1350.466430664062,2024.462524414062,1413.720092773438,-21113.580777952,1409.759643554688,990.4788208007812,0.8097000000000009,56689.49965235026
1472,10188833.0220072,932.2263057365228,1252.841162973247,1350.513427734375,2024.446655273438,1413.710815429688,-21112.93551522939,1409.754028320312,992.7415161132812,0.8103000000000009,56689.5659475203
1473,10188833.0220072,932.4550536695954,1252.840532727429,1350.558349609375,2024.430786132812,1413.701538085938,-21113.44764028164,1409.74853515625,993.3058471679688,0.810900000000001,56689.49965235026
1474,10188833.0220072,932.4477834002648,1252.839874949066,1350.601440429688,2024.414916992188,1413.692260742188,-21113.72866618339,1409.743041992188,993.214599609375,0.8115000000000009,56689.5098515971
1475,10188833.0220072,932.6462395161082,1252.83919475604,1350.642822265625,2024.399169921875,1413.682861328125,-21113.68772076701,1409.73779296875,991.4783935546876,0.8121000000000009,56689.6118442673
1476,10188833.0220072,932.3737249013564,1252.838517920831,1350.682495117188,2024.38330078125,1413.673461914062,-21114.53890361507,1409.732543945312,988.7224731445312,0.8127000000000009,56689.43335733529
1477,10188833.0220072,932.4242780917576,1252.837777291672,1350.720581054688,2024.367431640625,1413.6640625,-21112.89556734744,1409.727294921875,985.8369750976562,0.8133000000000009,56689.66794039233
1478,10188833.0220072,932.5822808879456,1252.837060368711,1350.757202148438,2024.351684570312,1413.65478515625,-21114.14273515503,1409.722290039062,984.9884643554688,0.813900000000001,56689.52515047423
1479,10188833.0220072,932.0290414191884,1252.836308859535,1350.792358398438,2024.335815429688,1413.6455078125,-21113.84848676424,1409.71728515625,983.9786987304688,0.8145000000000009,56689.57614679098
1480,10188833.0220072,932.60444580941,1252.835536992095,1350.826171875,2024.320068359375,1413.63623046875,-21113.7056780039,1409.712280273438,984.0404052734376,0.8151000000000009,56689.61694391044
1481,10188833.0220072,932.5865967501742,1252.83475026462,1350.858642578125,2024.304321289062,1413.626953125,-21113.68111604052,1409.707397460938,984.9259033203124,0.8157000000000009,56689.59654534337
1482,10188833.0220072,932.5058742909264,1252.833960230219,1350.890014648438,2024.288452148438,1413.61767578125,-21114.31209090382,1409.70263671875,988.1266479492188,0.8163000000000009,56689.57614679098
1483,10188833.0220072,932.3372005644516,1252.833141104113,1350.920288085938,2024.272705078125,1413.608276367188,-21114.10003807654,1409.69775390625,990.5221557617188,0.816900000000001,56689.60164498376
1484,10188833.0220072,932.3796881369956,1252.83231626485,1350.949462890625,2024.256958007812,1413.598876953125,-21114.40375433007,1409.693115234375,992.8863525390624,0.8175000000000009,56689.5659475203
1485,10188833.0220072,932.597202802507,1252.831464927202,1350.977416992188,2024.2412109375,1413.589477539062,-21114.08790079026,1409.688354492188,995.0501708984376,0.8181000000000009,56689.62204355449
1486,10187382.58122623,930.675246823535,1252.831466609352,1350.979370117188,2024.2392578125,1413.58837890625,-21113.74820956628,1409.688110351562,995.237548828125,0.818175000000001,7594.428235905304
1487,10188156.74184246,930.6780266364495,1252.836457992505,1350.928955078125,2024.2373046875,1413.587280273438,-21096.48617981976,1409.687744140625,995.3758544921876,0.8182500000000009,6896.999543506948
1488,10187767.82174428,930.6814076048548,1252.845588678867,1350.788940429688,2024.2353515625,1413.586059570312,-21062.65107557314,1409.6875,995.474609375,0.818325000000001,6812.82936076192
1489,10187834.58104034,930.6940673224102,1252.852095153393,1350.586059570312,2024.234375,1413.58544921875,-21037.80151029133,1409.687255859375,995.4607543945312,0.818362500000001,3352.664193954086
1490,10188005.13703044,930.7159698010267,1252.859091801157,1350.272705078125,2024.2333984375,1413.5849609375,-21015.31623983948,1409.687133789062,995.4161376953124,0.818400000000001,3400.63475415983
1491,10188005.13703044,930.7845850246556,1252.846246080079,1349.79150390625,2024.2177734375,1413.574584960938,-21097.40548275111,1409.682250976562,986.94873046875,0.8190000000000011,54424.60468371529
1492,10188005.13703044,931.0976930760644,1252.843994317053,1351.002563476562,2024.202026367188,1413.562866210938,-21105.81601141476,1409.677368164062,980.993408203125,0.819600000000001,54426.32147915021
1493,10188005.13703044,931.242830962834,1252.844287789286,1351.571533203125,2024.186279296875,1413.549926757812,-21106.00071819026,1409.672729492188,976.3831787109376,0.820200000000001,54426.36006006724
