,time to rupture [h],Creep Stress [MPa],Temperature [C],Material Type
0,96.98501858857836,101.16929673128402,300.0,WL10
1,172.74954178260404,95.66244435820158,300.0,WL10
2,286.906105984375,90.45534125726712,300.0,WL10
3,676.0977593957931,80.16443089891806,300.0,WL10
4,1084.270649351311,70.21208886413484,300.0,WL10
5,1982.6495871138875,60.95426318253189,300.0,WL10
