,temperature,X,std,time
0,744.7470817120623,0.31750229649107886,0.5669144981412642,600.0
1,768.8715953307393,0.10785803350906864,0.34200743494423813,600.0
2,792.9961089494163,0.18666048697039173,0.18215613382899654,600.0
3,816.3424124513618,0.12123958221004805,0.22862453531598526,600.0
4,838.1322957198444,0.06325287117247069,0.1784386617100373,600.0
5,859.9221789883268,0.11975274346549458,0.10966542750929342,600.0
6,883.2684824902724,0.1405684858892403,0.11152416356877315,600.0
7,910.5058365758756,0.06771338740613053,0.07063197026022316,600.0
8,936.1867704280156,0.11975274346549458,0.08550185873605942,600.0
9,961.8677042801556,0.060279193683363874,0.07620817843866101,600.0
10,985.2140077821012,0.14800267961200675,0.1338289962825281,600.0
11,1009.3385214007782,0.08555545234076956,0.08921933085501843,600.0
12,1038.1322957198445,0.13164745342192097,0.12081784386617134,600.0
13,1062.2568093385214,0.0870422910853228,0.07434944237918217,600.0
14,1085.603112840467,0.15395003459021972,0.11152416356877315,600.0
15,1111.2840466926068,0.11231854974272837,0.11152416356877337,600.0
16,1136.1867704280155,0.18368680948128502,0.16728624535315983,600.0
17,1158.7548638132291,0.21788410060601016,0.07620817843866179,600.0
18,1182.1011673151752,0.14800267961200675,0.0929368029739781,600.0
19,1214.007782101167,0.1598973895684329,0.10223048327137552,600.0
20,1236.5758754863814,0.21044990688324383,0.08550185873605964,600.0
21,1257.5875486381324,0.21044990688324383,0.1579925650557621,600.0
22,1287.9377431906614,0.278844489132694,0.06319702602230493,600.0
23,1315.953307392996,0.256541907964395,0.08178438661710019,600.0
24,1331.5175097276265,0.3457522326375909,0.055762081784386686,600.0
25,1352.5291828793777,0.3219628127247387,0.15241635687732336,600.0
26,1388.3268482490273,0.43942307354444665,0.10966542750929376,600.0
27,1403.8910505836575,0.4349625573107868,0.14498141263940534,600.0
28,1436.5758754863812,0.8200537921500823,0.0762081784386616,600.0
29,1462.2568093385214,0.9107509555678315,0.039033457249070695,600.0
30,1490.2723735408558,0.9464350854371097,0.06319702602230469,600.0
31,775.2380952380952,0.19984929731559564,0.09953703703703709,1800.0
32,797.1428571428571,0.12578270059618313,0.0995370370370372,1800.0
33,824.7619047619048,0.160964334037904,0.09722222222222221,1800.0
34,848.5714285714286,0.15170600944797752,0.11574074074074081,1800.0
35,873.3333333333333,0.1276343655141684,0.12962962962962976,1800.0
36,901.904761904762,0.1091177163343151,0.07407407407407396,1800.0
37,925.7142857142858,0.1091177163343151,0.06018518518518534,1800.0
38,950.4761904761904,0.057271098630726214,0.05092592592592604,1800.0
39,975.2380952380952,0.13133769535013895,0.06481481481481466,1800.0
40,999.047619047619,0.06282609338468237,0.0995370370370372,1800.0
41,1025.7142857142858,0.057271098630726214,0.07407407407407396,1800.0
42,1051.428571428571,0.1276343655141684,0.0833333333333337,1800.0
43,1077.142857142857,0.14800267961200675,0.07638888888888884,1800.0
44,1100.952380952381,0.14615101469402136,0.11805555555555536,1800.0
45,1125.7142857142858,0.1276343655141684,0.07870370370370394,1800.0
46,1151.4285714285716,0.11467271108827137,0.06944444444444486,1800.0
47,1174.2857142857142,0.18873930780768378,0.05555555555555558,1800.0
48,1200.0,0.15911266911991861,0.06481481481481488,1800.0
49,1224.7619047619046,0.1794809832177573,0.05324074074074081,1800.0
50,1251.4285714285716,0.23132760092134597,0.05787037037037024,1800.0
51,1278.095238095238,0.21466261665947795,0.08796296296296269,1800.0
52,1304.7619047619046,0.22392094124940476,0.07638888888888906,1800.0
53,1326.6666666666667,0.25725090977314036,0.05092592592592604,1800.0
54,1352.3809523809523,0.3646474750162886,0.10879629629629617,1800.0
55,1377.1428571428569,0.5479623018968349,0.09490740740740722,1800.0
56,1400.9523809523807,0.8349703641845589,0.0370370370370372,1800.0
57,1427.6190476190477,0.9405152645097217,0.039351851851851596,1800.0
58,1453.3333333333337,0.9460702592636778,0.0277777777777779,1800.0
59,1475.2380952380952,0.9275536100838246,0.0717592592592595,1800.0
60,740.3846153846154,0.058143909847574116,0.0814977973568285,3600.0
61,768.2692307692307,0.12862137632948223,0.116740088105727,3600.0
62,795.1923076923076,0.07223940314395572,0.11453744493392093,3600.0
63,817.3076923076923,0.0281909865927632,0.143171806167401,3600.0
64,841.3461538461538,0.08281102311624156,0.08810572687224627,3600.0
65,867.3076923076923,0.10043038973671892,0.06167400881057272,3600.0
66,892.3076923076924,0.0,0.10572687224669597,3600.0
67,917.3076923076924,0.07928714979214657,0.10572687224669597,3600.0
68,940.3846153846154,0.09162070642648046,0.169603524229075,3600.0
69,968.2692307692308,0.12862137632948223,0.07048458149779746,3600.0
70,996.153846153846,0.06871552981986029,0.2158590308370043,3600.0
71,1020.1923076923076,0.12685943966743451,0.2841409691629959,3600.0
72,1040.3846153846152,0.0845729597782896,0.14977973568281944,3600.0
73,1068.2692307692307,0.15857429958429325,0.10352422907489,3600.0
74,1097.1153846153843,0.1497646162740548,0.05947136563876676,3600.0
75,1121.1538461538462,0.1374310596397207,0.1145374449339207,3600.0
76,1141.3461538461538,0.11452588303310052,0.08370044052863435,3600.0
77,1169.230769230769,0.13214524965357743,0.07488986784140961,3600.0
78,1192.3076923076924,0.1497646162740548,0.0903083700440529,3600.0
79,1218.2692307692307,0.22905176606620103,0.0616740088105725,3600.0
80,1242.3076923076924,0.20790852612162858,0.07709251101321568,3600.0
81,1268.2692307692307,0.27310018261739366,0.07268722466960365,3600.0
82,1295.1923076923076,0.22905176606620103,0.05066079295154169,3600.0
83,1319.230769230769,0.27486211927944126,0.08149779735682805,3600.0
84,1343.2692307692307,0.4087693055950665,0.07929515418502209,3600.0
85,1369.230769230769,0.5585339218691212,0.06387665198237891,3600.0
86,1394.230769230769,0.7312037147497961,0.0396475770925111,3600.0
87,1419.230769230769,0.8386818511347056,0.0418502202643172,3600.0
88,1440.3846153846152,0.8792063943618027,0.039647577092511085,3600.0
89,1468.2692307692307,0.925016747575043,0.0506607929515419,3600.0
90,849.0530303030303,0.06876539595180498,0.12735849056603765,10800.0
91,870.8333333333333,0.10838403778190586,0.15566037735849036,10800.0
92,895.4545454545454,0.21403374932884167,0.11792452830188671,10800.0
93,921.9696969696968,0.15554908757964492,0.09669811320754707,10800.0
94,946.590909090909,0.16120889355537382,0.08254716981132071,10800.0
95,971.2121212121212,0.15177588359582617,0.06132075471698106,10800.0
96,999.621212121212,0.13856966965245887,0.08726415094339623,10800.0
97,1020.4545454545452,0.1291366596929111,0.0660377358490567,10800.0
98,1046.9696969696968,0.11781704774145374,0.0589622641509433,10800.0
99,1071.590909090909,0.12725005770100162,0.04245283018867885,10800.0
100,1095.2651515151515,0.13856966965245887,0.054245283018867774,10800.0
101,1120.833333333333,0.14800267961200675,0.04245283018867907,10800.0
102,1145.4545454545455,0.17818831148255987,0.04245283018867907,10800.0
103,1170.0757575757575,0.18007491347446947,0.04009433962264164,10800.0
104,1195.6439393939393,0.22158015729647995,0.028301886792452935,10800.0
105,1222.1590909090908,0.2744050130699478,0.047169811320754707,10800.0
106,1248.6742424242425,0.4574054062851757,0.09905660377358494,10800.0
107,1271.401515151515,0.6932306552738716,0.10613207547169812,10800.0
108,1296.9696969696968,0.8177463867399027,0.042452830188679014,10800.0
109,1322.5378787878783,0.9064166803596524,0.0283018867924527,10800.0
110,1346.212121212121,0.908303282351562,0.0259433962264149,10800.0
111,1370.833333333333,0.9403755162140247,0.0259433962264151,10800.0
112,1397.3484848484843,0.9441487201978438,0.0283018867924529,10800.0
113,1421.969696969697,0.9252827002787481,0.0330188679245282,10800.0
114,1447.5378787878783,0.947921924181663,0.025943396226415,10800.0
115,1472.1590909090903,0.947921924181663,0.0330188679245284,10800.0
116,765.2977412731007,0.08134274256453511,0.2682291666666663,21600.0
117,790.965092402464,0.08134274256453511,0.1901041666666663,21600.0
118,816.6324435318274,0.13342081838287234,0.12239583333333326,21600.0
119,836.1396303901438,0.12300520321920505,0.0911458333333337,21600.0
120,864.8870636550307,0.13133769535013862,0.109375,21600.0
121,888.5010266940452,0.13342081838287234,0.10416666666666696,21600.0
