,X,std,time,temperature
66,0.0,0.1057268722466959,3600.0,1115.0
67,0.0792871497921465,0.1057268722466959,3600.0,1115.0
68,0.0916207064264804,0.169603524229075,3600.0,1115.0
69,0.1286213763294822,0.0704845814977974,3600.0,1115.0
70,0.0687155298198602,0.2158590308370043,3600.0,1115.0
71,0.1268594396674345,0.2841409691629959,3600.0,1115.0
72,0.0845729597782896,0.1497797356828194,3600.0,1115.0
73,0.1585742995842932,0.10352422907489,3600.0,1115.0
74,0.1497646162740548,0.0594713656387667,3600.0,1115.0
75,0.1374310596397207,0.1145374449339207,3600.0,1115.0
76,0.1145258830331005,0.0837004405286343,3600.0,1165.0
77,0.1321452496535774,0.0748898678414096,3600.0,1165.0
78,0.1497646162740548,0.0903083700440529,3600.0,1165.0
79,0.229051766066201,0.0616740088105725,3600.0,1165.0
80,0.2079085261216285,0.0770925110132156,3600.0,1165.0
81,0.2731001826173936,0.0726872246696036,3600.0,1165.0
82,0.229051766066201,0.0506607929515416,3600.0,1165.0
83,0.2748621192794412,0.081497797356828,3600.0,1165.0
84,0.4087693055950665,0.079295154185022,3600.0,1165.0
85,0.5585339218691212,0.0638766519823789,3600.0,1215.0
86,0.7312037147497961,0.0396475770925111,3600.0,1215.0
87,0.8386818511347056,0.0418502202643172,3600.0,1215.0
88,0.8792063943618027,0.039647577092511,3600.0,1215.0
89,0.925016747575043,0.0506607929515419,3600.0,1215.0
90,0.0687653959518049,0.1273584905660376,10800.0,1215.0
91,0.1083840377819058,0.1556603773584903,10800.0,1215.0
92,0.2140337493288416,0.1179245283018867,10800.0,1215.0
93,0.1555490875796449,0.096698113207547,10800.0,1215.0
94,0.1612088935553738,0.0825471698113207,10800.0,1215.0
95,0.1517758835958261,0.061320754716981,10800.0,1215.0
96,0.1385696696524588,0.0872641509433962,10800.0,1265.0
97,0.1291366596929111,0.0660377358490567,10800.0,1265.0
98,0.1178170477414537,0.0589622641509433,10800.0,1265.0
99,0.1272500577010016,0.0424528301886788,10800.0,1265.0
100,0.1385696696524588,0.0542452830188677,10800.0,1265.0
101,0.1480026796120067,0.042452830188679,10800.0,1265.0
102,0.1781883114825598,0.042452830188679,10800.0,1265.0
103,0.1800749134744694,0.0400943396226416,10800.0,1265.0
104,0.2215801572964799,0.0283018867924529,10800.0,1265.0
105,0.2744050130699478,0.0471698113207547,10800.0,1265.0
106,0.4574054062851757,0.0990566037735849,10800.0,1315.0
107,0.6932306552738716,0.1061320754716981,10800.0,1315.0
108,0.8177463867399027,0.042452830188679,10800.0,1315.0
109,0.9064166803596524,0.0283018867924527,10800.0,1315.0
110,0.908303282351562,0.0259433962264149,10800.0,1315.0
111,0.9403755162140248,0.0259433962264151,10800.0,1315.0
112,0.9441487201978438,0.0283018867924529,10800.0,1315.0
113,0.925282700278748,0.0330188679245282,10800.0,1315.0
114,0.947921924181663,0.025943396226415,10800.0,1315.0
115,0.947921924181663,0.0330188679245284,10800.0,1365.0
116,0.0813427425645351,0.2682291666666663,21600.0,1365.0
117,0.0813427425645351,0.1901041666666663,21600.0,1365.0
118,0.1334208183828723,0.1223958333333332,21600.0,1365.0
119,0.123005203219205,0.0911458333333337,21600.0,1365.0
120,0.1313376953501386,0.109375,21600.0,1365.0
121,0.1334208183828723,0.1041666666666669,21600.0,1365.0
122,0.1438364335465395,0.0807291666666663,21600.0,1365.0
123,0.1480026796120067,0.0625,21600.0,1365.0
124,0.1063402189573369,0.1041666666666663,21600.0,1365.0
125,0.1105064650228041,0.0703125,21600.0,1365.0
126,0.1271714492846719,0.0833333333333332,21600.0,1415.0
127,0.1625845408411411,0.1223958333333333,21600.0,1415.0
128,0.1646676638738745,0.0703124999999998,21600.0,1415.0
129,0.2313276009213459,0.0651041666666666,21600.0,1415.0
130,0.1563351717429405,0.0755208333333331,21600.0,1415.0
131,0.2917381688706169,0.0598958333333334,21600.0,1415.0
132,0.2417432160850133,0.0963541666666668,21600.0,1415.0
133,0.2563250773141475,0.0729166666666665,21600.0,1415.0
134,0.3563149828853545,0.1015624999999998,21600.0,1415.0
135,0.3729799671472226,0.1171875000000001,21600.0,1465.0
136,0.6312872232061739,0.1119791666666667,21600.0,1465.0
137,0.8250176652503876,0.0572916666666666,21600.0,1465.0
138,0.8645970028723238,0.1067708333333333,21600.0,1465.0
139,0.9541712932798634,0.0572916666666667,21600.0,1465.0
140,0.9270906938543282,0.0546875,21600.0,1465.0
141,1.0,0.1171874999999998,21600.0,1465.0
142,0.9166750786906606,0.0520833333333332,21600.0,1465.0
143,0.943755678116196,0.1067708333333333,21600.0,1465.0
144,0.9270906938543282,0.1484375,21600.0,1465.0
