,X,std,time,temperature
0,0.3175022964910788,0.5669144981412642,600.0,765.0
1,0.1078580335090686,0.3420074349442381,600.0,765.0
2,0.1866604869703917,0.1821561338289965,600.0,765.0
3,0.121239582210048,0.2286245353159852,600.0,765.0
4,0.0632528711724706,0.1784386617100373,600.0,765.0
5,0.1197527434654945,0.1096654275092934,600.0,765.0
6,0.1405684858892403,0.1115241635687731,600.0,815.0
7,0.0677133874061305,0.0706319702602231,600.0,815.0
8,0.1197527434654945,0.0855018587360594,600.0,815.0
9,0.0602791936833638,0.076208178438661,600.0,815.0
10,0.1480026796120067,0.1338289962825281,600.0,815.0
11,0.0855554523407695,0.0892193308550184,600.0,815.0
12,0.1316474534219209,0.1208178438661713,600.0,815.0
13,0.0870422910853228,0.0743494423791821,600.0,815.0
14,0.1539500345902197,0.1115241635687731,600.0,815.0
15,0.1123185497427283,0.1115241635687733,600.0,815.0
16,0.183686809481285,0.1672862453531598,600.0,865.0
17,0.2178841006060101,0.0762081784386617,600.0,865.0
18,0.1480026796120067,0.0929368029739781,600.0,865.0
19,0.1598973895684329,0.1022304832713755,600.0,865.0
20,0.2104499068832438,0.0855018587360596,600.0,865.0
21,0.2104499068832438,0.1579925650557621,600.0,865.0
22,0.278844489132694,0.0631970260223049,600.0,865.0
23,0.256541907964395,0.0817843866171001,600.0,865.0
24,0.3457522326375909,0.0557620817843866,600.0,865.0
25,0.3219628127247387,0.1524163568773233,600.0,865.0
26,0.4394230735444466,0.1096654275092937,600.0,915.0
27,0.4349625573107868,0.1449814126394053,600.0,915.0
28,0.8200537921500823,0.0762081784386616,600.0,915.0
29,0.9107509555678316,0.0390334572490706,600.0,915.0
30,0.9464350854371096,0.0631970260223046,600.0,915.0
31,0.1998492973155956,0.099537037037037,1800.0,915.0
32,0.1257827005961831,0.0995370370370372,1800.0,915.0
33,0.160964334037904,0.0972222222222222,1800.0,915.0
34,0.1517060094479775,0.1157407407407408,1800.0,915.0
35,0.1276343655141684,0.1296296296296297,1800.0,965.0
36,0.1091177163343151,0.0740740740740739,1800.0,965.0
37,0.1091177163343151,0.0601851851851853,1800.0,965.0
38,0.0572710986307262,0.050925925925926,1800.0,965.0
39,0.1313376953501389,0.0648148148148146,1800.0,965.0
40,0.0628260933846823,0.0995370370370372,1800.0,965.0
41,0.0572710986307262,0.0740740740740739,1800.0,965.0
42,0.1276343655141684,0.0833333333333337,1800.0,965.0
43,0.1480026796120067,0.0763888888888888,1800.0,965.0
44,0.1461510146940213,0.1180555555555553,1800.0,965.0
45,0.1276343655141684,0.0787037037037039,1800.0,965.0
46,0.1146727110882713,0.0694444444444448,1800.0,1015.0
47,0.1887393078076837,0.0555555555555555,1800.0,1015.0
48,0.1591126691199186,0.0648148148148148,1800.0,1015.0
49,0.1794809832177573,0.0532407407407408,1800.0,1015.0
50,0.2313276009213459,0.0578703703703702,1800.0,1015.0
51,0.2146626166594779,0.0879629629629626,1800.0,1015.0
52,0.2239209412494047,0.076388888888889,1800.0,1015.0
53,0.2572509097731403,0.050925925925926,1800.0,1015.0
54,0.3646474750162886,0.1087962962962961,1800.0,1015.0
55,0.5479623018968349,0.0949074074074072,1800.0,1015.0
56,0.8349703641845589,0.0370370370370372,1800.0,1065.0
57,0.9405152645097216,0.0393518518518515,1800.0,1065.0
58,0.9460702592636778,0.0277777777777779,1800.0,1065.0
59,0.9275536100838246,0.0717592592592595,1800.0,1065.0
60,0.0581439098475741,0.0814977973568285,3600.0,1065.0
61,0.1286213763294822,0.116740088105727,3600.0,1065.0
62,0.0722394031439557,0.1145374449339209,3600.0,1065.0
63,0.0281909865927632,0.143171806167401,3600.0,1065.0
64,0.0828110231162415,0.0881057268722462,3600.0,1065.0
65,0.1004303897367189,0.0616740088105727,3600.0,1115.0
