Test Temperature (C),Rupture Time (hr), Stress (MPa)
1100,709.9440201165622, 150.5999884457953
1300,34.71279968725303, 100.64974660895068
1300,129.71623961465295, 95.21750469473639
1300,225.9690523039672, 90.60607461675997
1300,645.3463286164817, 80.8532219874762
1300,1095.337666860196, 70.4841892923237
1300,1975.461408216063, 60.554310432041646
