Strain,Stress
0.092,528.56297
0.0922,528.5542626
0.0922,528.2019184
0.0924,528.193211
0.0924,528.0170389
0.0926,527.8321594
0.0926,527.4798151
0.0928,527.6472799
0.0928,527.2949356
0.093,527.2862283
0.093,526.933884
0.0932,527.1013488
0.0932,526.7490045
0.0934,526.564125
0.0934,526.564125
0.0936,526.3792455
0.0936,526.0269013
0.0938,526.0181939
0.0938,526.0181939
0.094,525.6571423
0.0942,525.2960907
0.0942,525.2960907
0.0944,525.1112112
0.0944,525.1112112
0.0946,524.7501596
0.0946,524.9263317
0.0948,524.3891079
0.0948,524.3891079
0.095,524.2042285
0.0952,524.019349
0.0952,524.019349
0.0952,523.8431768
0.0954,523.8344695
0.0956,523.4734179
0.0956,523.1210736
0.0956,523.1210736
0.0958,522.9361941
0.096,522.9274867
0.096,522.7513146
0.0962,522.390263
0.0962,522.390263
0.0964,522.2053835
0.0964,521.8530392
0.0966,521.8443319
0.0966,521.4919876
0.0968,521.4832803
0.0968,521.3071081
0.097,520.9460565
0.0972,520.9373491
0.0972,520.5850049
0.0972,520.5850049
0.0974,520.2239533
0.0974,520.0477811
0.0976,520.0390738
0.0978,519.8541943
0.0978,519.6780221
0.098,519.4931427
0.098,519.3169705
0.0982,518.7797468
0.0982,518.7797468
0.0984,518.9472115
0.0984,518.7710394
0.0986,518.762332
0.0986,518.0576435
0.0988,518.2251083
0.0988,518.0489362
0.099,517.6878845
0.099,517.8640567
0.0992,517.5030051
0.0994,517.4942977
0.0994,517.3181256
0.0994,516.9657813
0.0996,516.9570739
0.0998,516.7721944
0.0998,516.5960223
0.0998,516.2436781
0.1,516.4111428
0.1002,516.0500912
0.1002,515.8739191
0.1004,515.6890396
0.1004,515.6890396
0.1006,515.327988
0.1006,515.1518158
0.1008,514.9669363
0.1008,514.7907642
0.101,514.6058847
0.101,514.4297126
0.1012,514.2448331
0.1012,514.068661
0.1014,513.8837815
0.1014,513.8837815
0.1016,513.5227298
0.1016,513.3465577
0.1018,512.9855061
0.1018,512.6331618
0.102,512.8006266
0.102,512.8006266
0.1022,512.439575
0.1024,512.0785234
0.1024,511.9023512
0.1024,511.9023512
0.1026,511.7174717
0.1028,511.3564201
0.1028,511.180248
0.103,511.1715406
0.103,511.1715406
0.1032,510.9866611
0.1032,510.6343169
0.1034,510.8017816
0.1034,510.2732653
0.1034,509.920921
0.1036,509.9122136
0.1038,509.551162
0.1038,509.551162
0.104,509.3662825
0.104,509.1901104
0.1042,509.181403
0.1042,508.8290588
0.1044,508.8203514
0.1044,508.4680071
0.1046,508.2831277
0.1046,508.1069555
0.1048,507.922076
0.1048,507.922076
0.105,507.5610244
0.105,507.3848523
0.1052,507.0238007
0.1052,507.0238007
0.1054,506.8389212
0.1056,506.1255253
0.1056,506.4778695
0.1058,506.1168179
0.1058,505.9406458
0.106,505.7557663
0.106,505.403422
0.1062,505.2185425
0.1062,505.2185425
0.1064,504.6813188
0.1064,504.6813188
0.1066,504.144095
0.1066,503.9679229
0.1068,503.9592155
0.1068,503.7830434
0.107,503.7743361
0.107,503.5981639
0.1072,503.2371123
0.1072,502.884768
0.1074,502.6998885
0.1074,502.5237164
0.1076,502.5150091
0.1076,502.3388369
0.1078,502.1539574
0.1078,501.9777853
0.108,501.7929058
0.108,501.4405615
0.1082,501.2556821
0.1082,501.2556821
0.1084,501.0708026
0.1084,500.7184583
0.1086,500.5335788
0.1086,500.1812345
0.1088,500.3486993
0.1088,499.9963551
0.109,499.8114756
0.1092,499.4504239
0.1092,499.2742518
0.1092,499.0980797
0.1094,499.0893723
0.1096,498.7283207
0.1096,498.3759764
0.1098,498.3672691
0.1098,498.3672691
0.11,497.6538732
0.11,497.6538732
0.1102,497.1166494
0.1102,497.2928216
0.1104,496.93177
0.1104,496.5794257
0.1106,496.5707183
0.1106,496.2183741
0.1108,496.0334946
0.1108,495.8573224
0.111,495.4962708
0.111,495.1439266
0.1112,494.9590471
0.1112,495.1352192
0.1114,494.7741676
0.1114,494.5979954
0.1116,494.2369438
0.1118,493.8758922
0.1118,493.6997201
0.112,492.9863242
0.112,492.9863242
0.1122,492.9776168
0.1122,492.8014447
0.1124,492.6165652
0.1124,492.4403931
0.1126,492.0793414
0.1126,491.9031693
0.1128,491.894462
0.113,491.5334103
0.113,491.3572382
0.1132,490.9961866
0.1132,490.2914981
0.1132,490.6438423
0.1134,490.2827907
0.1136,489.9217391
0.1136,490.0979112
0.1138,489.5606875
0.1138,489.3845153
0.114,489.0234637
0.1142,488.8385842
0.1142,488.6624121
0.1142,488.6624121
0.1144,488.3013605
0.1146,487.9403088
0.1146,487.7641367
0.1148,487.4030851
0.1148,487.4030851
0.1148,487.0507408
0.115,486.8658613
0.1152,486.6809818
0.1152,485.9762933
0.1152,486.1524654
0.1154,485.4390696
0.1156,485.4303622
0.1156,485.2541901
0.1158,484.8931384
0.116,484.7082589
0.116,484.3559147
0.1162,483.9948631
0.1162,483.6425188
0.1164,483.6338114
0.1164,483.6338114
0.1166,483.0965877
0.1166,482.7442434
0.1168,482.3831918
0.1168,482.7355361
0.117,482.0221402
0.117,481.6697959
0.1172,481.6610886
0.1174,481.3000369
0.1174,480.9476927
0.1176,480.586641
0.1176,480.4104689
0.1178,480.2255894
0.1178,480.0494173
0.118,479.6883657
0.1182,479.3273141
0.1182,478.9749698
0.1184,478.6139182
0.1186,478.4290387
0.1186,478.0766944
0.1188,477.8918149
0.1188,477.5394707
0.119,476.6499026
0.119,477.0022469
0.1192,476.6411953
0.1194,476.1039715
0.1194,476.2801437
0.1196,475.919092
0.1196,475.7429199
0.1198,475.2056962
0.1198,475.029524
0.1198,474.8533519
0.12,474.6684724
0.1202,474.3074208
0.1202,473.9550765
0.1204,473.5940249
0.1206,473.2329733
0.1206,472.880629
0.1208,472.5195774
0.1208,472.1672331
0.1208,471.991061
0.121,471.8061815
0.1212,471.621302
0.1212,471.2689577
0.1214,470.9079061
0.1214,470.5555619
0.1216,470.5468545
0.1216,470.0183381
0.1218,469.8334586
0.1218,469.6572865
0.122,469.1200627
0.122,469.1200627
0.1222,468.9351832
0.1222,468.582839
0.1224,468.2217873
0.1224,468.0456152
0.1226,467.6845636
0.1228,467.323512
0.1228,466.9711677
0.123,466.6101161
0.123,466.433944
0.123,466.2577718
0.1232,466.0728923
0.1234,465.7118407
0.1234,465.3594964
0.1234,465.3594964
0.1236,465.174617
0.1238,464.4612211
0.1238,464.2850489
0.124,463.7478252
0.124,463.5716531
0.1242,463.2106014
0.1244,462.8495498
0.1244,462.6733777
0.1244,462.6733777
0.1246,461.9599818
0.1248,461.7751023
0.1248,461.422758
0.125,461.2378785
0.125,460.8855343
0.1252,460.3483105
0.1252,460.3483105
0.1254,459.8110868
0.1254,459.4587425
0.1256,459.273863
0.1256,458.9215188
0.1258,458.7366393
0.1258,458.5604671
0.126,458.0232434
0.126,457.6708991
0.1262,457.4860196
0.1262,457.3098475
0.1264,456.7726237
0.1264,456.5964516
0.1266,456.2354
0.1266,456.0592279
0.1268,455.5220041
0.1268,455.1696598
0.127,454.8086082
0.127,454.8086082
0.1272,454.4475566
0.1272,454.0952123
0.1274,453.7341607
0.1274,453.3818164
0.1276,453.5492812
0.1276,452.8445927
0.1278,452.4835411
0.1278,452.1311968
0.128,451.7701452
0.128,451.5939731
0.1282,451.4090936
0.1282,450.8805772
0.1284,450.5195255
0.1286,450.1584739
0.1286,449.6299575
0.1288,449.445078
0.129,449.0840264
0.129,448.55551
0.129,448.55551
