Strain,Stress
0.000139652,4.238411463
0.000195244,5.925593787
0.00024086,7.310032434
0.000302598,9.183770321
0.000349239,10.59930156
0.000386983,11.74481817
0.000443868,13.47127535
0.00049617,15.05863409
0.000531704,16.13705615
0.000584545,17.74077941
0.00063399,19.24140617
0.000675885,20.51292961
0.00071832,21.80081757
0.000773965,23.48963635
0.000839963,25.49265397
0.000880835,26.73308481
0.000946994,28.74101179
0.000995576,30.21545531
0.001027065,31.17114345
0.001081147,32.81250511
0.00112644,34.18712505
0.001187369,36.03631615
0.001258759,38.202979
0.001350638,40.99149372
0.001429846,43.39544215
0.00150005,45.52610305
0.001577695,47.88259437
0.001646604,49.97398041
0.001719612,52.18973683
0.001815212,55.09116676
0.001884876,57.20546313
0.001977403,60.01361528
0.002058498,62.47483955
0.002137544,64.87387862
0.002213302,67.17309411
0.002316343,70.30035446
0.002415663,73.3146996
0.00251892,76.44850576
0.002621367,79.55776513
0.002724462,82.68666193
0.002811704,85.33444176
0.002887785,87.64347596
0.002972224,90.20616026
0.00306653,93.06831534
0.003170379,96.22012247
0.003289542,99.83668206
0.003411347,103.5334278
0.003524902,106.9797964
0.003629992,110.1692419
0.003727479,113.1279477
0.003834456,116.374669
0.003947634,119.8095824
0.00404717,122.8304734
0.004191351,127.2063468
0.004301294,130.5430731
0.004418785,134.1089026
0.004542531,137.8645607
0.0046549,141.2749273
0.004778431,145.0240395
0.004919647,149.3099081
0.005048515,153.2210291
0.005201216,157.855462
0.005325448,161.6258481
0.005435983,164.9805753
0.005557141,168.6576836
0.005676358,172.2758797
0.005807976,176.2704597
0.005946874,180.4859609
0.006097202,185.0483899
0.006250604,189.7040967
0.006393654,194.0456047
0.0065229,197.9681808
0.006640714,201.5438291
0.006773789,205.5825934
0.006915813,209.8930087
0.007062853,214.3556142
0.007202344,218.5891163
0.007338815,222.7309771
0.007464879,226.5570025
0.007610409,230.9737873
0.007737121,234.8194502
0.007895914,239.6388022
0.008052983,244.4057878
0.008227306,249.6964381
0.008379899,254.3275981
0.008515507,258.4432757
0.008639631,262.2103889
0.008781117,266.5044397
0.008924328,270.850857
0.009091533,275.9254956
0.009256851,280.9428584
0.009427723,286.1287757
0.009587003,290.9628558
0.009751566,295.9573082
0.009889816,300.1531719
0.010036532,304.6059587
0.010196998,309.4760407
0.01033843,313.7684551
0.010540359,319.896969
0.010688477,324.3923034
0.01084409,329.1151048
0.010998247,333.7937219
0.011145286,338.2563273
0.01131357,343.363695
0.011483795,348.5299749
0.011686911,354.6944907
0.011863121,360.0424168
0.012014636,364.6408478
0.012152024,368.8105283
0.01230219,373.3680479
0.01245845,378.1104867
0.012630401,383.3291331
0.012808552,388.7359715
0.012990693,394.2639074
0.013157197,399.3172721
0.013325535,404.4262762
0.013472682,408.8921545
0.013630398,413.6787775
0.013787628,418.4506724
0.013964485,423.818236
0.014136328,429.0336095
0.01429221,433.7645931
0.014460332,438.8670513
0.014601818,443.1611022
0.014766112,448.1473723
