Strain,Stress
0.0164,272.533076
0.0164,274.9177107
0.0166,277.6388945
0.0166,278.3202187
0.0168,281.7227267
0.0168,283.9370305
0.017,286.8285453
0.017,289.3835111
0.0172,290.7420465
0.0172,293.8080055
0.0174,296.6995203
0.0174,299.9358104
0.0176,303.3383184
0.0178,305.8891711
0.0178,308.784799
0.018,310.9949896
0.018,313.5499555
0.0182,315.7601461
0.0182,319.1667672
0.0184,321.5472889
0.0184,324.1022547
0.0186,326.6531074
0.0186,327.6750937
0.0188,330.9072707
0.019,333.7987855
0.019,336.5240824
0.0192,339.2452662
0.0192,340.0969215
0.0192,342.4815562
0.0194,345.032409
0.0194,347.9280369
0.0196,350.9898828
0.0196,352.0118691
0.0198,355.2440461
0.02,357.7948988
0.02,361.0311889
0.0202,363.5820416
0.0202,366.6480006
0.0204,368.5175291
0.0206,371.9200371
0.0206,374.645334
0.0206,375.3266582
0.0208,378.218173
0.021,380.9393568
0.021,383.4943226
0.0212,385.7045132
0.0212,387.2374927
0.0214,389.4476834
0.0214,391.8323181
0.0216,394.2128398
0.0216,396.2568125
0.0218,397.7856789
0.0218,399.9999826
0.022,402.7211664
0.022,405.1058011
0.0222,407.4863228
0.0222,408.5083091
0.0224,411.2294929
0.0224,413.4437966
0.0226,415.4836562
0.0226,417.868291
0.0228,419.2268263
0.0228,421.44113
0.023,423.9919827
0.023,426.2062865
0.0232,428.7571392
0.0232,429.4384634
0.0234,431.3079919
0.0234,434.0332888
0.0236,436.0731484
0.0238,438.9646632
0.0238,439.3053253
0.0238,441.8602911
0.024,444.2408128
0.0242,446.2806724
0.0242,449.0059693
0.0242,449.3466314
0.0244,451.556822
0.0246,453.9373436
0.0246,456.1516474
0.0248,458.0211759
0.0248,458.7025001
0.025,460.5720286
0.025,462.6160013
0.0252,464.3151987
0.0252,466.0185093
0.0252,467.0404956
0.0254,469.0803551
0.0256,470.9498836
0.0256,472.4828631
0.0258,474.1820606
0.0258,475.0337159
0.026,476.7329133
0.026,478.4362239
0.0262,479.6244282
0.0264,480.9829635
0.0264,481.6642877
0.0264,482.8566051
0.0266,484.3854715
0.0266,485.5777889
0.0268,487.1066553
0.0268,487.4473174
0.027,488.1245285
0.027,489.827839
0.0272,490.8457123
0.0272,491.8676986
0.0274,492.5449097
0.0274,493.9075582
0.0276,494.9254314
0.0278,495.9433046
0.0278,496.7949599
0.0278,497.135622
0.028,497.6425021
0.028,498.6644884
0.0282,499.3416995
0.0282,500.1933548
0.0284,500.7002348
0.0284,501.3815591
0.0286,501.8884391
0.0286,502.5697633
0.0288,502.9063123
0.0288,503.7579676
0.029,504.4351787
0.029,504.7758408
0.0292,505.453052
0.0294,505.959932
0.0294,506.3005941
0.0294,506.6412562
0.0296,507.1481363
0.0298,507.4846853
0.0298,507.9956785
0.03,508.1618964
0.03,508.6728896
0.0302,508.8391075
0.0302,509.1797696
0.0304,509.6866497
0.0304,509.6866497
0.0306,509.8528676
0.0306,510.1935298
0.0308,510.1894167
0.0308,510.5300788
0.031,510.6962967
0.031,510.8666278
0.0312,510.8625147
0.0312,511.0328457
0.0314,511.1990637
0.0314,511.1990637
0.0316,511.3652816
0.0316,511.1949506
0.0318,511.3611685
0.032,511.3570554
0.032,511.3570554
0.0322,511.3529423
0.0322,511.3529423
0.0324,511.3488292
0.0324,511.3488292
0.0324,511.3488292
0.0326,511.3447161
0.0328,511.1702719
0.0328,511.340603
0.033,511.1661588
0.0332,511.1620457
0.0332,510.9917146
0.0334,511.1579326
0.0334,510.9876015
0.0336,510.8131574
0.0336,510.8131574
0.0338,510.6387132
0.0338,510.6387132
0.034,510.464269
0.034,510.293938
0.0342,510.2898249
0.0344,510.1153807
0.0344,510.1153807
0.0346,509.9409365
0.0348,509.9368234
0.0348,509.7664924
0.035,509.4217172
0.035,509.4217172
0.0352,509.247273
0.0354,509.0728288
0.0354,508.9024978
0.0356,508.7280536
0.0356,508.5577226
0.0358,508.3832784
0.036,508.3791653
0.036,508.2088342
0.0362,508.0343901
0.0362,508.0343901
0.0364,507.8599459
0.0364,507.5192838
0.0366,507.5151707
0.0366,507.3448396
0.0368,507.1703955
0.0368,507.0000644
0.037,506.8256203
0.0372,506.8215071
0.0372,506.310514
0.0374,506.4767319
0.0374,506.3064009
0.0376,506.1319567
0.0376,505.9616257
0.0378,506.1278436
0.0378,505.7871815
0.038,505.6127373
0.038,505.6127373
0.0382,505.4382932
0.0382,505.2679621
0.0384,505.263849
0.0386,505.0894048
0.0386,504.9190738
0.0386,504.9190738
0.0388,504.7446296
0.039,504.5701855
0.039,504.3998544
0.0392,504.2254102
0.0392,504.3957413
0.0394,504.0509661
0.0394,503.880635
0.0396,503.7061909
0.0396,503.5358598
0.0398,503.5317467
0.0398,503.5317467
0.04,503.3573025
0.0402,503.0125273
0.0402,503.1828584
0.0404,503.0084142
0.0404,502.497421
0.0406,502.663639
0.0406,502.3229769
0.0408,502.4891948
0.0408,502.1485327
0.041,502.1444196
0.041,501.9740885
0.0412,501.9699754
0.0412,501.7996444
0.0414,501.6252002
0.0416,501.280425
0.0416,501.280425
0.0418,501.1059808
0.0418,500.7653187
0.042,500.5908746
0.0422,500.5867615
0.0422,500.4164304
0.0422,500.2460993
0.0424,500.2419862
0.0424,499.7309931
0.0426,500.2378731
0.0428,499.8930979
0.0428,499.7227669
0.0428,499.5524358
0.043,499.3779916
0.0432,499.0332164
0.0432,499.0332164
0.0434,499.0291033
0.0434,498.8587723
0.0436,498.8546591
0.0436,498.513997
0.0438,498.680215
0.0438,498.5098839
0.044,498.1651087
0.044,498.1651087
0.0442,497.9906645
0.0442,498.1609956
0.0444,497.9865514
0.0444,497.4755583
0.0446,497.6417762
0.0446,497.4714452
0.0448,497.297001
0.0448,497.297001
0.045,497.1225568
0.045,496.9522258
0.0452,496.9481127
0.0452,496.7777816
0.0454,496.7736685
0.0454,496.7736685
0.0456,496.4288933
0.0458,496.4247802
0.0458,495.913787
0.0458,496.0841181
0.046,495.9096739
0.046,495.7393429
0.0462,495.5648987
0.0464,495.3904545
0.0464,495.3904545
0.0464,495.2201235
0.0466,495.0456793
0.0468,494.8712351
0.0468,494.7009041
0.0468,494.7009041
0.047,494.5264599
0.0472,494.1816847
0.0472,494.1816847
0.0474,494.1775716
0.0474,494.0072405
0.0476,493.6624653
0.0476,493.6624653
0.0478,493.4880212
0.0478,493.4880212
0.048,493.313577
0.048,493.313577
0.0482,493.1391328
0.0482,492.9688018
0.0484,492.9646887
0.0484,492.9646887
0.0486,492.9605756
0.0486,492.4495824
0.0488,492.2751382
0.049,492.1006941
0.049,492.1006941
0.049,491.760032
0.0492,491.9262499
0.0492,491.7559188
0.0494,491.5814747
0.0494,491.5814747
0.0496,491.4070305
0.0498,491.0622553
0.0498,491.0622553
0.05,490.8878111
0.05,490.7174801
0.0502,490.5430359
0.0502,490.5430359
0.0504,490.1982607
0.0504,490.1982607
0.0506,490.1941476
0.0506,490.0238165
0.0508,489.8493724
0.0508,489.6790413
0.051,489.3342661
0.051,489.3342661
0.0512,489.330153
0.0512,489.1598219
0.0514,488.8150467
0.0516,488.6406026
0.0516,488.6406026
0.0516,488.4702715
0.0518,488.4661584
0.052,488.1213832
0.052,487.9510521
0.0522,487.776608
0.0522,487.776608
0.0524,487.4318327
0.0524,487.4318327
0.0526,487.2573886
0.0526,487.2573886
0.0528,487.0829444
0.0528,486.9126134
0.053,486.7381692
0.053,486.7381692
0.0532,486.7340561
0.0532,486.393394
0.0534,486.3892809
0.0534,486.2189498
0.0536,485.7038435
0.0536,486.0445056
0.0538,485.8700615
0.0538,485.6997304
0.054,485.6956173
0.054,485.5252863
0.0542,485.3508421
0.0542,485.180511
0.0544,485.0060669
0.0546,484.6612917
0.0546,484.4909606
0.0546,484.6612917
0.0548,484.4868475
0.0548,484.3165164
0.055,484.1420723
0.0552,483.9676281
0.0552,483.9676281
0.0552,483.7972971
0.0554,483.6228529
0.0556,483.4484087
0.0556,483.2780777
0.0556,483.1077466
0.0558,483.2739646
0.056,482.5885272
0.056,482.5885272
0.0562,482.5844141
0.0562,482.5844141
0.0564,482.40997
0.0564,482.0693079
0.0566,481.8948637
0.0566,481.7245326
0.0568,481.7204195
0.0568,481.5500885
0.057,481.2053133
0.0572,481.2012002
0.0572,480.860538
0.0574,480.6860939
0.0574,480.5157628
0.0576,480.3413187
0.0578,480.3372056
0.0578,480.1668745
0.058,480.1627614
0.058,479.9924303
0.0582,479.8179862
0.0582,479.4773241
0.0582,479.4773241
0.0584,479.3028799
0.0586,478.9581047
0.0586,478.9581047
0.0588,478.9539916
0.0588,478.6133295
0.0588,478.7836605
0.059,478.6092164
0.0592,478.4347722
0.0592,478.2644411
0.0592,478.0941101
0.0594,477.9196659
0.0596,477.7452217
0.0596,477.7452217
0.0598,477.5707776
0.0598,477.5707776
0.06,477.2260024
0.06,476.8853403
0.0602,476.7108961
0.0602,476.7108961
0.0604,476.877114
0.0604,476.5364519
0.0606,476.5323388
0.0606,476.1916767
0.0608,475.8469015
0.0608,476.0172325
0.061,475.8427884
0.061,475.5021263
0.0612,475.4980132
0.0614,475.323569
0.0614,475.1532379
0.0614,474.9829069
0.0616,474.8084627
0.0618,474.6340186
0.0618,474.4636875
0.0618,474.4636875
0.062,474.2892433
0.0622,474.1147992
0.0622,473.9444681
0.0624,473.770024
0.0624,473.770024
0.0626,473.5955798
0.0626,473.4252487
0.0628,473.2508046
0.0628,473.0804735
0.063,473.0763604
0.063,472.7356983
0.0632,472.7315852
0.0632,472.5612541
0.0634,472.2164789
0.0634,472.0461479
0.0636,472.0420348
0.0636,472.0420348
0.0638,471.6972595
0.064,471.6931464
0.064,471.5228154
0.0642,471.3483712
0.0642,471.1780402
0.0644,471.003596
0.0644,470.6629339
0.0644,470.6629339
0.0646,470.4884897
0.0648,470.6547077
0.0648,470.1437145
0.065,469.9692703
0.065,469.9692703
0.065,469.7989393
0.0652,469.6244951
0.0654,469.2797199
0.0654,469.1093888
0.0654,469.1093888
0.0656,468.9349447
0.0658,468.7605005
0.0658,468.5901695
0.066,468.4157253
0.066,468.4157253
0.0662,468.0709501
0.0662,467.900619
0.0664,467.7261749
0.0666,467.3813996
0.0666,467.5517307
0.0666,467.2110686
0.0668,467.0366244
0.0668,467.0366244
0.067,466.6918492
0.067,466.6918492
0.0672,466.517405
0.0674,466.3429609
0.0674,466.3429609
0.0676,465.9981857
0.0676,465.9981857
0.0676,465.8278546
0.0678,465.6534104
0.0678,465.4830794
0.068,465.3086352
0.068,465.1383042
0.0682,464.793529
0.0684,464.6190848
0.0684,464.6190848
0.0686,464.4446406
0.0686,464.2743096
0.0688,464.0998654
0.069,463.9254212
0.069,463.7550902
0.069,463.5847591
0.0692,463.410315
0.0694,463.2358708
0.0694,463.2358708
0.0696,462.8910956
0.0696,462.7207645
0.0698,462.3759893
0.0698,462.2056583
0.07,462.2015452
0.0702,462.197432
0.0702,461.8567699
0.0704,461.5119947
0.0704,461.3416637
0.0706,461.1672195
0.0706,460.8265574
0.0708,460.8224443
0.0708,460.6521132
0.071,460.307338
0.071,460.307338
0.0712,460.3032249
0.0712,459.9625628
0.0714,459.7881186
0.0714,459.6177876
0.0716,459.2730123
0.0716,459.4433434
0.0718,459.2688992
0.072,458.753793
0.072,458.753793
0.0722,458.5793488
0.0722,458.4090177
0.0722,458.2386867
0.0724,458.0642425
0.0726,458.0601294
0.0726,457.5491363
0.0726,457.7194673
0.0728,457.5450231
0.073,457.370579
0.073,457.0299169
0.0732,456.8554727
0.0732,456.8554727
0.0734,456.6810285
0.0734,456.5106975
0.0736,456.3362533
0.0736,456.1659223
0.0736,455.9955912
0.0738,455.821147
0.074,455.6467029
0.074,455.4763718
0.0742,455.3019277
0.0744,454.9571524
0.0744,454.6164903
0.0746,454.7827083
0.0746,454.2717151
0.0746,454.2717151
0.0748,454.097271
0.075,453.9228268
0.075,453.7524957
0.0752,453.4077205
0.0752,453.4077205
0.0754,452.8926142
0.0754,452.8926142
0.0756,452.7181701
0.0758,452.3733949
0.0758,452.3733949
0.0758,452.2030638
0.076,452.0286196
0.076,451.8582886
0.0762,451.5135134
0.0762,451.5135134
0.0764,451.3390692
0.0766,450.994294
0.0766,450.4833008
0.0768,450.6495188
0.0768,450.4791877
0.0768,450.3088567
0.077,450.1344125
0.0772,449.9599683
0.0772,449.6193062
0.0774,449.6151931
0.0774,449.274531
0.0776,449.1000868
0.0778,448.9256427
0.0778,448.7553116
0.0778,448.5849806
0.078,448.2402053
0.0782,448.2360922
0.0782,448.0657612
0.0782,448.2360922
0.0784,447.5506549
0.0786,447.5465418
0.0786,447.3762107
0.0788,447.0314355
0.0788,447.0314355
0.079,446.8569914
0.079,446.5163293
0.0792,446.3418851
0.0792,446.171554
0.0792,446.001223
0.0794,445.8267788
0.0796,445.3116725
0.0796,445.3116725
0.0798,445.1372284
0.08,444.7924532
0.08,444.6221221
0.0802,444.4476779
0.0802,444.1070158
0.0804,443.9325717
0.0804,443.4215785
0.0806,443.4174654
0.0806,443.2471343
0.0808,443.2430212
0.0808,442.9023591
0.081,442.898246
0.081,442.5575839
0.0812,442.2128087
0.0814,442.0383645
0.0814,441.8680335
0.0816,441.6935893
0.0816,441.1825961
0.0818,441.178483
0.0818,440.8378209
0.082,440.8337078
0.082,440.3227146
0.0822,440.3186015
0.0824,439.9738263
0.0824,439.8034953
0.0824,439.6331642
0.0826,439.45872
0.0828,439.1139448
0.0828,438.9436138
0.0828,438.9436138
0.083,438.5988385
0.0832,438.5947254
0.0832,438.0837323
0.0834,438.0796192
0.0834,437.9092881
0.0836,437.5645129
0.0836,437.3941818
0.0838,437.0494066
0.084,436.8749624
0.084,436.7046314
0.0842,436.1895251
0.0842,436.0191941
0.0844,435.5040878
0.0846,435.4999747
0.0846,435.1593126
0.0848,434.9848684
0.085,434.6400932
0.085,434.2994311
0.0852,434.1249869
0.0852,433.7843248
0.0854,433.6098806
0.0854,433.4395496
0.0856,433.0947744
0.0856,433.0947744
0.0858,432.7499991
0.086,432.745886
0.086,432.0645618
0.0862,431.8901177
0.0864,431.3750114
0.0864,431.3750114
0.0866,431.0302362
0.0866,430.8599051
0.0868,430.5151299
0.0868,430.3447988
0.087,430.1703547
0.087,430.0000236
0.0872,429.6552484
0.0872,429.6552484
0.0874,429.3104732
0.0874,429.1401421
0.0876,428.7953669
0.0876,428.6250358
0.0878,428.2802606
0.088,428.1058165
0.088,427.7651544
0.0882,427.4203791
0.0884,427.0756039
0.0884,426.9052729
0.0886,426.7308287
0.0888,426.3860535
0.0888,426.0453914
0.089,425.7006161
0.089,425.8709472
0.089,425.5302851
0.0892,425.3558409
0.0894,424.8407347
0.0894,424.6704036
0.0894,424.6704036
0.0896,424.3256284
0.0898,423.9808532
0.0898,423.6401911
0.09,423.4657469
0.09,423.1250848
0.0902,422.7803096
0.0902,422.7803096
0.0904,422.4355343
0.0904,422.2652033
0.0906,421.9204281
0.0906,421.750097
0.0908,421.4053218
0.0908,421.2349907
0.091,420.8902155
0.091,420.7198845
0.0912,420.5454403
0.0912,420.2047782
0.0914,420.030334
0.0914,419.5193409
0.0916,419.5152278
0.0916,419.1745656
0.0918,419.0001215
0.092,418.6553463
0.092,418.1443531
0.0922,418.14024
0.0922,417.7995779
0.0924,417.1141405
0.0926,417.1100274
0.0926,417.1100274
0.0926,416.9396964
0.0928,416.2542591
0.093,416.2501459
0.093,415.7391528
0.093,415.9094838
0.0932,415.5647086
0.0934,415.2199334
0.0934,415.0496023
0.0936,414.7048271
0.0936,414.5344961
0.0938,414.3600519
0.0938,414.0193898
0.094,413.6746146
0.094,413.1636214
0.0942,413.1595083
0.0942,412.8188462
0.0944,412.474071
0.0944,412.3037399
0.0946,411.9589647
0.0946,411.7886336
0.0948,411.4438584
0.0948,411.2735274
0.095,411.0990832
0.095,410.58809
0.0952,410.2433148
0.0952,409.9026527
0.0954,409.7282085
0.0956,409.3834333
0.0956,409.2131023
0.0956,409.0427712
0.0958,408.697996
0.096,408.0125587
0.096,408.0125587
0.0962,407.6677834
0.0962,407.6677834
0.0964,407.3230082
0.0964,406.8120151
0.0966,406.6375709
0.0966,406.2969088
0.0966,406.1265777
0.0968,405.9521336
0.097,405.6073583
0.097,405.0963652
0.0972,404.75159
0.0972,404.5812589
0.0974,404.5771458
0.0974,404.0661526
0.0976,403.8917085
0.0976,403.3807153
0.0978,403.3766022
0.0978,402.695278
0.098,402.6911649
0.098,402.1801717
0.0982,402.0057275
0.0982,402.0057275
0.0984,401.4906213
0.0984,401.3202902
0.0986,400.6348529
0.0988,400.4604087
0.0988,400.4604087
0.0988,400.1197466
0.099,399.6046403
0.099,399.4343093
0.0992,399.0895341
0.0992,398.7488719
0.0994,398.4040967
0.0996,398.0593215
0.0996,397.5483283
0.0998,397.2035531
0.1,396.8587779
0.1,396.5181158
0.1002,396.1733406
0.1002,395.6623474
0.1004,395.4879032
0.1004,394.9769101
0.1006,394.972797
0.1006,394.2914727
0.1008,393.9466975
0.101,393.6019223
0.101,393.2612602
0.1012,393.086816
0.1012,392.7461539
0.1014,392.5717098
0.1014,392.0607166
0.1016,391.8862724
0.1016,391.3752793
0.1018,390.860173
0.1018,390.6898419
0.102,390.5153978
0.102,390.0044046
0.1022,389.4892983
0.1024,389.3148542
0.1024,389.1445231
0.1026,388.6294168
0.1026,388.1184237
0.1028,387.7736485
0.103,387.2585422
0.103,386.9178801
0.1032,386.5731049
0.1032,386.0621117
0.1034,385.8876675
0.1034,385.5470054
0.1036,385.2022302
0.1036,384.691237
0.1038,384.1761308
0.1038,384.3464618
0.104,383.8313555
0.104,383.4906934
0.1042,383.1459182
0.1042,382.8052561
0.1044,382.4604809
0.1044,382.1198188
0.1046,381.6047125
0.1048,381.2599373
0.1048,380.7489441
0.1048,380.578613
0.105,380.2338378
0.105,379.8931757
0.1052,379.5484005
0.1054,379.0332942
0.1054,378.6926321
0.1056,378.518188
0.1056,378.0071948
0.1058,377.8327506
0.1058,377.3217575
0.1058,376.9810953
0.106,376.8066512
0.1062,376.1212139
0.1062,375.9508828
0.1064,375.4357765
0.1064,375.2654455
0.1066,374.7503392
0.1066,374.4096771
0.1068,374.0649019
0.1068,373.5539087
0.1068,373.3835776
0.107,372.8684714
0.1072,372.5236961
0.1072,372.183034
0.1074,371.4975967
0.1074,371.4975967
0.1076,371.1528215
0.1076,370.6418283
0.1078,370.2970531
0.1078,369.956391
0.108,369.6116158
0.108,369.6116158
0.1082,368.9261784
0.1082,368.2448542
0.1084,367.7297479
0.1084,367.3890858
0.1086,367.0443106
0.1086,366.5333175
0.1088,366.0182112
0.1088,365.6775491
0.109,365.843767
0.109,364.9921117
0.1092,364.6473365
0.1092,364.4770055
0.1094,363.6212371
0.1094,363.1102439
0.1096,363.1061308
0.1096,362.2544755
0.1098,361.9097003
0.11,361.394594
0.11,360.8836009
0.1102,360.3684946
0.1102,360.0278325
0.1104,359.5127262
0.1104,359.1720641
0.1106,358.6569578
0.1108,358.3121826
0.1108,357.8011894
0.111,357.1157521
0.111,356.9454211
0.1112,356.0896527
0.1112,356.2599837
0.1114,355.4042153
0.1114,354.7228911
0.1116,354.718778
0.1116,354.2077848
0.1118,353.5223475
0.1118,353.0113543
0.112,352.4962481
0.112,352.4962481
0.1122,352.1514729
0.1122,351.6404797
0.1124,351.1253734
0.1124,350.6143802
0.1126,350.4399361
0.1126,349.7586119
0.1128,349.0731745
0.113,348.5580683
0.113,347.876744
0.1132,347.5319688
0.1132,346.5099825
0.1134,346.3355383
0.1136,345.820432
0.1136,345.650101
0.1136,345.3094389
0.1138,344.4536705
0.1138,344.1130084
0.114,343.5979021
0.114,343.25724
0.1142,342.5718027
0.1144,341.8863653
0.1144,341.3753722
0.1146,340.8602659
0.1146,340.6899348
0.1146,340.3492727
0.1148,339.6638354
0.115,338.808067
0.115,338.1267428
0.115,338.1267428
0.1152,337.6116365
0.1154,336.9261992
0.1154,336.415206
0.1156,335.9000998
0.1156,335.7297687
0.1158,335.2146624
0.1158,334.3630071
0.116,334.0182319
0.116,333.3369077
0.116,332.9962456
0.1162,332.4811393
0.1164,331.966033
0.1164,331.2847088
0.1166,330.5992715
0.1166,330.4289404
0.1168,329.7435031
0.1168,329.0621789
0.117,328.5470726
0.117,327.8657484
0.1172,327.6913042
0.1172,327.00998
0.1174,326.3245427
0.1174,325.8135495
0.1176,325.1281122
0.1176,324.7874501
0.1178,324.2723438
0.1178,323.5910196
0.118,322.7352512
0.1182,322.2201449
0.1182,321.8794828
0.1182,321.1981586
0.1184,320.3423902
0.1186,319.8272839
0.1186,319.1459597
0.1186,318.8052976
0.1188,318.1198603
0.119,317.4344229
0.119,316.7530987
0.1192,316.0676614
0.1192,315.7269993
0.1194,314.8712309
0.1194,314.1899067
0.1196,313.5044693
0.1196,312.6528141
0.1196,312.482483
0.1198,311.7970457
0.12,310.7709462
0.12,310.089622
0.1202,309.4041847
0.1202,309.4041847
0.1204,308.5484163
0.1204,308.0374231
0.1206,307.1816547
0.1206,306.3299995
0.1208,305.8148932
0.1208,305.133569
0.121,304.1074695
0.121,303.2558143
0.1212,302.5703769
0.1212,302.2297148
0.1214,301.2036154
0.1214,300.3519601
0.1216,299.6665228
0.1218,298.8107544
0.1218,298.8107544
0.1218,297.9590991
0.122,297.1033307
0.122,296.2516754
0.1222,295.225576
0.1222,295.0552449
0.1224,294.1994766
0.1224,293.3478213
0.1226,292.4920529
0.1226,291.6403976
0.1228,290.9549603
0.1228,289.932974
0.123,289.2475366
0.1232,288.2214372
0.1232,287.1994509
0.1234,286.5140135
0.1234,285.6623582
0.1236,284.4659277
0.1236,283.4439414
0.1238,282.417842
0.1238,282.0771799
0.124,280.8807494
0.124,279.5181009
0.1242,278.3216704
0.1244,276.9549089
0.1244,276.6142468
0.1244,275.2515983
0.1246,273.0331815
0.1246,271.6705331
0.1248,270.1334404
0.1248,269.4521162
0.125,268.2556857
0.125,266.7227062
0.1252,265.3559447
0.1252,263.9932962
0.1254,262.9671968
0.1254,261.6045484
0.1256,260.0674557
0.1256,258.3641452
0.1258,256.4863905
